,Date,Type,Country,Activity,Sex,Fatal (Y/N),Year
4732,03-Dec-1941,Unprovoked,AUSTRALIA,Swimming,M,N,1941
4736,19-Nov-1941,Sea Disaster,AUSTRALIA,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,N,1941
4739,05-Aug-1941,Invalid,AUSTRALIA,Swimming,M,,1941
4740,01-Aug-1941,Unprovoked,USA,Swimming at edge of channel,M,N,1941
4742,01-Jul-1941,Provoked,USA,Fishing,M,N,1941
4743,15-Jun-1941,Provoked,USA,Fishing from 32' boat,M,N,1941
4746,09-Mar-1941,Provoked,USA,Fishing,M,N,1941
4747,13-Feb-1941,Provoked,AUSTRALIA,Fishing,M,N,1941
4758,28-Dec-1940,Unprovoked,AUSTRALIA,Standing on sandbank,M,Y,1940
4759,20-Dec-1940,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1940
4760,19-Dec-1940,Unprovoked,AUSTRALIA,Fishing,M,N,1940
4761,10-Dec-1940,Provoked,AUSTRALIA,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,N,1940
4763,13-Jul-1940,Unprovoked,USA,Standing,M,N,1940
4764,13-Jul-1940,Unprovoked,USA,Standing ,M,N,1940
4765,30-Jun-1940,Unprovoked,USA,Fishing,M,N,1940
4766,31-Mar-1940,Unprovoked,SOUTH AFRICA,Treading water,M,Y,1940
4767,20-Mar-1940,Unprovoked,AUSTRALIA,Free diving for lobster,M,N,1940
4768,22-Feb-1940,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1940
4770,4-Feb-1940,Unprovoked,AUSTRALIA,Wading,M,Y,1940
4771,29-Jan-1940,Unprovoked,AUSTRALIA,Dived into the water,M,N,1940
4772,23-Jan-1940,Unprovoked,AUSTRALIA,Swimming,M,Y,1940
4773,15-Jan-1940,Unprovoked,AUSTRALIA,Swimming,M,N,1940
4774,07-Jan-1940,Unprovoked,SOUTH AFRICA,Swimming ,M,Y,1940
4775,01-Jan-1940,Unprovoked,AUSTRALIA,Diving for trochus,M,N,1940
4780,1940,Invalid,SOUTH AFRICA,,F,,1940
4781,1940,Invalid,SOUTH AFRICA,Standing in water with child in her arms,F,,1940
4782,28-Dec-1939,Invalid,AUSTRALIA,Swimming,M,,1939
4783,14-Dec-1939,Unprovoked,AUSTRALIA,Swimming ,M,Y,1939
4789,25-Oct-1939,Unprovoked,AUSTRALIA,"Free diving for trochus shell, swimming to dinghy",M,N,1939
4790,04-Oct-1939,Unprovoked,USA,Spearfishing & had just speared a ulua,M,N,1939
4791,27-Sep-1939,Unprovoked,AUSTRALIA,Pearl diving,M,N,1939
4792,01-Aug-1939,Provoked,USA,Fishing,M,N,1939
4795,14-Jul-1939,Provoked,USA,Seine netting,M,N,1939
4796,03-May-1939,Unprovoked,USA,Washed off freighter Huncliff by a freak wave,M,Y,1939
4801,12-Jan-1939,Unprovoked,AUSTRALIA,Scooping prawns,M,N,1939
4807,27-Dec-1938,Unprovoked,AUSTRALIA,Swimming,M,Y,1938
4808,05-Oct-1938,Provoked,AUSTRALIA,Fishing,M,N,1938
4810,18-Aug-1938,Provoked,USA,Fishing,M,N,1938
4811,18-Jul-1938,Unprovoked,USA,Swimming,M,N,1938
4813,17-Jul-1938,Provoked,USA,"Fishing, removing gaff from shark's mouth",M,N,1938
4814,12-Jul-1938,Unprovoked,AUSTRALIA,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,Y,1938
4816,08-Jun-1938,Unprovoked,AUSTRALIA,Hardhat diving,M,N,1938
4821,08-Mar-1938,Unprovoked,AUSTRALIA,Canoe capsized by shark,M,N,1938
4822,21-Jan-1938,Provoked,AUSTRALIA,Fishing,M,N,1938
4823,18-Jan-1938,Provoked,SOUTH AFRICA,"Watching seine netters with friends, one of whom picked up a netted shark",M,N,1938
4824,14-Jan-1938,Invalid,AUSTRALIA,Diving off jetty,M,,1938
4825,02-Jan-1938,Unprovoked,AUSTRALIA,Surf skiing,M,N,1938
4828,1938,Provoked,USA,Fishing,M,N,1938
4829,1938,Unprovoked,AUSTRALIA,Diving,M,N,1938
4830,1938,Unprovoked,SOUTH AFRICA,Swimming,M,N,1938
4831,13-Nov-1937,Sea Disaster,USA,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,Y,1937
4832,11-Nov-1937,Unprovoked,AUSTRALIA,Diving for trochus,M,Y,1937
4834,27-Oct-1937,Unprovoked,AUSTRALIA,Swimming ,M,Y,1937
4836,24-Oct-1937,Unprovoked,AUSTRALIA,Swimming near jetty,M,N,1937
4837,24-Oct-1937,Unprovoked,AUSTRALIA,Surf skiing,M,N,1937
4842,31-Aug-1937,Unprovoked,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines",M,N,1937
4845,16-Jul-1937,Unprovoked,AUSTRALIA,Pearl diving,M,Y,1937
4848,15-Jun-1937,Provoked,AUSTRALIA,"Fishing from launch, fell into net with shark",M,N,1937
4849,15-Jun-1937,Unprovoked,USA,Swimming,M,Y,1937
4850,30-May-1937,Provoked,USA,Fishing,M,N,1937
4851,15-May-1937,Unprovoked,AUSTRALIA,"Refused permission to cross on the ferry, he was swimming across the river",M,Y,1937
4852,26-Mar-1937,Invalid,AUSTRALIA,Bathing,M,,1937
4853,09-Mar-1937,Invalid,AUSTRALIA,Swimming,M,,1937
4854,13-Feb-1937,Unprovoked,AUSTRALIA,Swimming,M,Y,1937
4855,11-Feb-1937,Unprovoked,AUSTRALIA,Swimming ashore after launch capsized,M,N,1937
4857,03-Feb-1937,Provoked,AUSTRALIA,Fishing,M,N,1937
4858,1937,Invalid,AUSTRALIA,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,1937
4859,27-Jan-1937,Provoked,AUSTRALIA,Holding shark's tail ,M,N,1937
4860,1937,Unprovoked,AUSTRALIA,,M,N,1937
4861,30-Dec-1936,Unprovoked,USA,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,N,1936
4864,12-Dec-1936,Unprovoked,AUSTRALIA,Swimming,M,Y,1936
4865,01-Dec-1936,Boating,AUSTRALIA,Fishing,M,Y,1936
4866,27-Nov-1936,Provoked,AUSTRALIA,Spearfishing ,M,N,1936
4868,04-Sep-1936,Unprovoked,USA,Swimming,M,N,1936
4869,24-Aug-1936,Unprovoked,AUSTRALIA,"Trochus diving, but floating on surface",M,N,1936
4872,04-Aug-1936,Unprovoked,AUSTRALIA,Pearl diving,M,N,1936
4873,Aug-1936,Boating,USA,Fishing,M,N,1936
4874,25-Jul-1936,Unprovoked,USA,Swimming crawl stroke,M,Y,1936
4876,07-Jul-1936,Unprovoked,AUSTRALIA,Diving,M,N,1936
4878,26-Jun-1936,Unprovoked,AUSTRALIA,"Diving for trochus , but swimming on surface",M,Y,1936
4879,06-Jun-1936,Unprovoked,USA,Swimming,M,Y,1936
4880,22-Apr-1936,Unprovoked,AUSTRALIA,Diving for trochus,M,N,1936
4881,08-Ap-1936,Unprovoked,AUSTRALIA,Diving,M,N,1936
4882,30-Mar-1936,Provoked,USA,Fishing,M,N,1936
4883,12-Mar-1936,Unprovoked,AUSTRALIA,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,N,1936
4884,19-Mar-1936,Unprovoked,AUSTRALIA,Diving for trochus,M,N,1936
4886,23-Feb-1936,Provoked,AUSTRALIA,Touching the mouth of a supposedly dead shark,F,N,1936
4887,20-Feb-1936,Unprovoked,AUSTRALIA,Sculling,M,N,1936
4888,04-Feb-1936,Unprovoked,AUSTRALIA,Swimming,M,Y,1936
4889,22-Jan-1936,Unprovoked,AUSTRALIA,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,Y,1936
4890,05-Jan-1936,Invalid,AUSTRALIA,Surfing,M,,1936
4891,Jan-1936,Provoked,AUSTRALIA,Paddleskiing,M,N,1936
4892,1936,Unprovoked,AUSTRALIA,Swimming ,M,Y,1936
4894,13-Nov-1935,Unprovoked,AUSTRALIA,Diving?,M,N,1935
4895,21-Sep-1935,Unprovoked,USA,Swimming,M,Y,1935
4897,26-Aug-1935,Unprovoked,AUSTRALIA,"Fell overboard, hanging onto lifebuoy",M,Y,1935
4899,13-Aug-1935,Unprovoked,AUSTRALIA,Diving for beche-de-mer from lugger,M,Y,1935
4900,27-Jul-1935,Invalid,USA,fishing boat exploded & sank,M,,1935
4904,18-Jun-1935,Unprovoked,USA,"Fishing for bluefish, shark leapt into dory",M,N,1935
4908,19-May-1935,Provoked,SOUTH AFRICA,Put foot inside a landed & supposedly dead shark,M,N,1935
4909,12-May-1935,Unprovoked,AUSTRALIA,Pearl diving,M,N,1935
4910,25-Apr-1935,Invalid,AUSTRALIA,"Disappeared 11 days earlier, probable homicide victim",M,,1935
4912,08-Apr-1935,Unprovoked,USA,,M,N,1935
4913,30-Mar-1935,Unprovoked,AUSTRALIA,Diving from dinghy for trochus shell,M,N,1935
4914,25-Mar-1935,Provoked,SOUTH AFRICA,Put foot inside mouth of supposedly dead shark,M,N,1935
4915,20-Mar-1935,Unprovoked,AUSTRALIA,"Pearl diving, but standing in the water",M,N,1935
4916,13-Mar-1935,Provoked,AUSTRALIA,Hauling in net with shark in it,M,N,1935
4917,11-Mar-1935,Unprovoked,AUSTRALIA,Surfing,M,N,1935
4918,09-Mar-1935,Unprovoked,AUSTRALIA,Swimming,M,Y,1935
4919,02-Mar-1935,Unprovoked,AUSTRALIA,Standing,M,Y,1935
4920,14-Feb-1935,Unprovoked,AUSTRALIA,Surfing (pneumatic surfboard),M,N,1935
4921,24-Jan-1935,Unprovoked,AUSTRALIA,Fishing,M,N,1935
4924,17-Jan-1935,Invalid,AUSTRALIA,,M,,1935
4925,31-Dec-1934,Unprovoked,AUSTRALIA,Splashing,F,N,1934
4926,31-Dec-1934,Unprovoked,AUSTRALIA,Swimming (lead swimmer in race),M,Y,1934
4927,23-Dec-1934,Unprovoked,AUSTRALIA,Taken as he dived into the water,M,Y,1934
4928,23-Oct-1934,Unprovoked,AUSTRALIA,Swimming & splashing,M,N,1934
4929,09-Oct-1934,Unprovoked,AUSTRALIA,Bathing,F,Y,1934
4931,22-Oct-1934,Unprovoked,AUSTRALIA,Freediving for trochus shell (submerged),M,Y,1934
4935,26-Aug-1934,Unprovoked,AUSTRALIA,Dived into sea from launch & bitten immediately,M,Y,1934
4937,05-Aug-1934,Unprovoked,USA,Swimming,M,N,1934
4939,21-Jun-1934,Provoked,AUSTRALIA,Fishing,M,N,1934
4940,20-Jun-1934,Unprovoked,USA,Standing,M,Y,1934
4941,15-Apr-1934,Unprovoked,AUSTRALIA,Body surfing,M,N,1934
4942,01-Apr-1934,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1934
4943,01-Apr-1934,Unprovoked,SOUTH AFRICA,Swimming ,M,N,1934
4944,01-Apr-1934,Unprovoked,AUSTRALIA,Swimming in waist-deep water ,M,Y,1934
4945,12-Mar-1934,Unprovoked,AUSTRALIA,Swimming in hip-deep water,M,Y,1934
4947,24-Feb-1934,Unprovoked,AUSTRALIA,Splashing in water ,M,N,1934
4950,27-Jan-1934,Unprovoked,AUSTRALIA,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,N,1934
4951,07-Jan-1934,Unprovoked,AUSTRALIA,Swimming on sandbar adjacent to channel,M,N,1934
4952,20-Nov-1933,Unprovoked,AUSTRALIA,Free diving for trochus ,M,Y,1933
4953,18-Nov-1933,Unprovoked,AUSTRALIA,Pearl diving,M,N,1933
4954,25-Oct-1933,Unprovoked,AUSTRALIA,Diving,M,N,1933
4956,28-Aug-1933,Provoked,USA,"Fishing, caught a 15' shark & took it onboard",M,N,1933
4957,28-Aug-1933,Unprovoked,USA,Bathing,M,N,1933
4958,26-Aug-1933,Unprovoked,USA,Swimming,F,N,1933
4959,07-Jul-1933,Unprovoked,USA,,M,N,1933
4960,03-Jul-1933,Unprovoked,AUSTRALIA,Pearl diving,M,N,1933
4961,21-Jun-1933,Unprovoked,USA,Sitting in 3' of water,M,N,1933
4962,16-Jun-1933,Unprovoked,USA,Standing,F,N,1933
4963,13-Jun-1933,Invalid,AUSTRALIA,Fishing,M,,1933
4965,23-May-1933,Provoked,AUSTRALIA,Fishing,M,N,1933
4966,08-Jun-1933,Unprovoked,AUSTRALIA,Treading water,M,N,1933
4968,10-Apr-1933,Unprovoked,USA,Swimming,M,Y,1933
4969,26-Feb-1933,Unprovoked,AUSTRALIA,Standing on his hands,M,N,1933
4970,15-Feb-1933,Unprovoked,AUSTRALIA,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,N,1933
4972,12-Feb-1933,Provoked,AUSTRALIA,Fishing,M,N,1933
4973,04-Jan-1933,Unprovoked,AUSTRALIA,Swimming,M,Y,1933
4974,11-Dec-1932,Unprovoked,AUSTRALIA,,M,N,1932
4977,31-Oct-1932,Unprovoked,AUSTRALIA,Swimming,M,N,1932
4980,30-Aug-1932,Provoked,AUSTRALIA,,M,N,1932
4982,10-Aug-1932,Provoked,USA,Fishing,M,N,1932
4983,09-Aug-1932,Unprovoked,AUSTRALIA,Pearl diving,M,N,1932
4985,14-Jul-1932,Invalid,USA,,M,,1932
4987,28-Jun-1932,Provoked,USA,Fishing,M,N,1932
4988,26-Jun-1932,Provoked,USA,Fishing,M,N,1932
4990,12-May-1932,Unprovoked,AUSTRALIA,Pearl diving,M,Y,1932
4991,May 1932,Unprovoked,AUSTRALIA,Pearl diving,M,N,1932
4994,16-Feb-1932,Unprovoked,USA,Swimming,M,N,1932
4995,13-Feb-1932,Unprovoked,AUSTRALIA,Fishing with dynamite,M,N,1932
4997,27-Jan-1932,Unprovoked,AUSTRALIA,Swimming,M,N,1932
5000,1932,Unprovoked,SOUTH AFRICA,Collecting fish by lamplight in gully,M,N,1932
5001,26-Nov-1931,Unprovoked,AUSTRALIA,Diving for trochus from lugger,M,N,1931
5003,21-Sep-1931,Unprovoked,USA,Swimming,M,N,1931
5004,21-Sep-1931,Unprovoked,USA,Swimming ,F,N,1931
5005,02-Sep-1931,Invalid,USA,Fishing,M,,1931
5007,30-Aug-1931,Invalid,USA,,M,,1931
5011,18-Aug-1931,Unprovoked,USA,Swimming,M,N,1931
5012,06-Aug-1931,Unprovoked,USA,Swimming,M,N,1931
5013,01-Aug-1931,Unprovoked,AUSTRALIA,Fell overboard?,M,Y,1931
5015,15-Jul-1931,Unprovoked,USA,Swimming,M,N,1931
5016,14-Jun-1931,Unprovoked,USA,"Fishing, had just speared a ulua",M,N,1931
5017,13-Jun-1931,Provoked,USA,Gaffing & attempting to bring onboard a harpooned shark,M,N,1931
5018,04-Jun-1931,Unprovoked,USA,Crabbing,M,N,1931
5021,22-Mar-1931,Unprovoked,AUSTRALIA,Fishing with a cast net,M,Y,1931
5023,06-Mar-1931,Provoked,AUSTRALIA,"Fishing, hauling in net, shark in net",M,N,1931
5024,10-Feb-1931,Invalid,AUSTRALIA,Swimming ,M,,1931
5025,24-Jan-1931,Unprovoked,AUSTRALIA,,M,N,1931
5026,14-Jan-1931,Unprovoked,AUSTRALIA,Pearl diving,M,N,1931
5027,07-Jan-1931,Unprovoked,AUSTRALIA,Swimming,M,N,1931
5030,25-Dec-1930,Unprovoked,AUSTRALIA,Swimming,M,N,1930
5031,13-Dec-1930,Unprovoked,AUSTRALIA,Fell overboard,M,Y,1930
5033,Dec-1930,Unprovoked,AUSTRALIA,,M,Y,1930
5034,30-Nov-1930,Unprovoked,AUSTRALIA,Thrown into water from fishing dinghy,M,N,1930
5037,31-Aug-1930,Unprovoked,AUSTRALIA,Fishing,M,N,1930
5039,06-Aug-1930,Unprovoked,USA,Swimming,M,N,1930
5041,11-Jul-1930,Unprovoked,USA,Swimming,M,N,1930
5042,04-Jun-1930,Unprovoked,AUSTRALIA,,M,Y,1930
5043,27-May-1930,Unprovoked,USA,Swimming / floating,M,N,1930
5046,08-Apr-1930,Invalid,SOUTH AFRICA,,M,,1930
5047,07-Mar-1930,Unprovoked,USA,Sponge diving,M,N,1930
5048,20-Feb-1930,Unprovoked,AUSTRALIA,Pearl diving,M,N,1930
5049,15-Feb-1930,Unprovoked,AUSTRALIA,Diving off pier & treading water,M,Y,1930
5050,03-Feb-1930,Provoked,AUSTRALIA,Removing shark from a trap,M,N,1930
5052,16-Jan-1930,Unprovoked,SOUTH AFRICA,Swimming,M,N,1930
5055,1930,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1930
5056,26-Dec-1929,Unprovoked,AUSTRALIA,Diving by wharf,M,Y,1929
5057,21-Dec-1929,Unprovoked,AUSTRALIA,Diving,M,N,1929
5058,16-Dec-1929,Unprovoked,AUSTRALIA,Bathing or body surfing ,F,N,1929
5059,13-Dec-1929,Unprovoked,AUSTRALIA,Pearl diving,M,N,1929
5061,03-Dec-1929,Unprovoked,AUSTRALIA,,M,Y,1929
5064,20-Oct-1929,Unprovoked,AUSTRALIA,Pearl diving,M,N,1929
5066,01-Sep-1929,Unprovoked,AUSTRALIA,Fell from wharf into water & attacked immediately,M,Y,1929
5067,05-Aug-1929,Unprovoked,USA,Bathing,M,N,1929
5070,23-Jun-1929,Provoked,USA,Fishing,M,N,1929
5071,31-May-1929,Unprovoked,AUSTRALIA,Pearl diving,M,N,1929
5072,26-Apr-1929,Unprovoked,AUSTRALIA,Diving for trepang,M,N,1929
5073,17-Apr-1929,Unprovoked,AUSTRALIA,Diving for trochus,M,N,1929
5074,11-Apr-1929,Provoked,AUSTRALIA,Standing in knee-deep water,M,N,1929
5075,09-Apr-1929,Unprovoked,AUSTRALIA,,M,Y,1929
5076,04-Apr-1929,Unprovoked,AUSTRALIA,Swimming between boats,M,Y,1929
5077,16-Mar-1929,Unprovoked,USA,Swimming,M,N,1929
5078,12-Mar-1929,Unprovoked,AUSTRALIA,Bathing,M,Y,1929
5079,04-Mar-1929,Unprovoked,AUSTRALIA,Launching rowboat through the surf,M,N,1929
5081,18-Feb-1929,Unprovoked,AUSTRALIA,Body surfing,M,Y,1929
5083,08-Feb-1929,Unprovoked,AUSTRALIA,Swimming,M,Y,1929
5084,27-Jan-1929,Unprovoked,AUSTRALIA,Swimming,M,Y,1929
5086,12-Jan-1929,Unprovoked,AUSTRALIA,Body surfing,M,Y,1929
5089,1929,Invalid,AUSTRALIA,Swimming,M,,1929
5090,Ca. 1929,Provoked,AUSTRALIA,"Wading, netting fish",M,N,1929
5091,1929,Provoked,USA,Fishing,M,N,1929
5092,1929,Unprovoked,AUSTRALIA,,M,N,1929
5093,1929,Unprovoked,USA,Hardhat diving ,M,N,1929
5094,21-Dec-1928,Unprovoked,AUSTRALIA,Pearl diving,M,N,1928
5095,18-Nov-1928,Provoked,USA,Fishing,M,N,1928
5097,12-Nov-1928,Sea Disaster,USA,"Sea Disaster, sinking of the  SS Vestris",M,Y,1928
5099,Sep-1928,Unprovoked,USA,Fishing,M,N,1928
5100,24-Aug-1928,Invalid,USA,,M,,1928
5101,11-Jul-1928,Unprovoked,AUSTRALIA,Pearl diving,M,N,1928
5103,24-Jun-1928,Unprovoked,USA,Swimming,M,N,1928
5105,14-Apr-1928,Unprovoked,AUSTRALIA,Fishing,M,N,1928
5106,14-Apr-1928,Unprovoked,AUSTRALIA,Treading water,M,N,1928
5108,06-Apr-1928,Unprovoked,AUSTRALIA,Bathing,M,N,1928
5109,04-Apr-1928,Unprovoked,AUSTRALIA,Standing in waist-deep water,M,Y,1928
5110,28-Mar-1928,Unprovoked,AUSTRALIA,,M,N,1928
5111,20-Feb-1928,Unprovoked,AUSTRALIA,Pearl diving,M,Y,1928
5114,27-Jan-1928,Unprovoked,AUSTRALIA,Retrieving meat from a cage in the water,M,Y,1928
5116,Some time between 08-Jan-1928 & 21-Jan-1928,Invalid,USA,Jumped overboard and swimming,M,,1928
5117,02-Jan-1928,Unprovoked,SOUTH AFRICA,,F,N,1928
5118,Jan-1928,Unprovoked,SOUTH AFRICA,Body surfing,M,N,1928
5119,1928,Unprovoked,SOUTH AFRICA,Standing,M,N,1928
5120,28-Dec-1927,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1927
5123,12-Oct-1927,Unprovoked,AUSTRALIA,Riding horseback across the creek,M,N,1927
5127,09-May 1927,Unprovoked,AUSTRALIA,Walking,M,Y,1927
5128,20-Apr-1927,Unprovoked,AUSTRALIA,Diving,M,N,1927
5129,08-Apr-1927,Unprovoked,AUSTRALIA,Pearl diving,M,N,1927
5130,11-Mar-1927,Unprovoked,AUSTRALIA,Body surfing / treading water,M,N,1927
5132,09-Feb-1927,Unprovoked,AUSTRALIA,Attempting to rescue drowning man,M,N,1927
5134,20-Jan-1927,Unprovoked,SOUTH AFRICA,Body surfing,M,N,1927
5135,08-Jan-1927,Unprovoked,USA,Swimming,M,N,1927
5136,03-Jan-1927,Unprovoked,AUSTRALIA,Swimming,M,Y,1927
5137,1927,Unprovoked,AUSTRALIA,Swimming,M,Y,1927
5138,1927,Unprovoked,AUSTRALIA,Pearl diving,M,N,1927
5139,02-Dec-1926,Unprovoked,AUSTRALIA,Diving for trochus,M,Y,1926
5140,17-Nov-1926,Unprovoked,AUSTRALIA,Diving,M,N,1926
5142,23-Oct-1926,Unprovoked,AUSTRALIA,Bathing,M,N,1926
5145,24-Aug-1926,Unprovoked,USA,Swimming,M,Y,1926
5147,12-Jul-1926,Boating,USA,Fishing,M,N,1926
5148,08-Jul-1926,Unprovoked,USA,Swimming with dog near canning factory,M,N,1926
5150,18-May-1926,Unprovoked,USA,Swimming,M,Y,1926
5152,07-Apr-1926,Unprovoked,USA,Swimming,F,N,1926
5153,17-Mar-1926,Unprovoked,AUSTRALIA,Swimming ,F,Y,1926
5154,26-Jan-1926,Unprovoked,SOUTH AFRICA,Swimming,M,N,1926
5155,Jan-1926,Unprovoked,AUSTRALIA,,M,N,1926
5159,1926,Unprovoked,SOUTH AFRICA,Swimming to mail boat,M,UNKNOWN,1926
5160,22-Nov-1925,Unprovoked,AUSTRALIA,Floating on his back,M,Y,1925
5161,Nov-1925,Unprovoked,USA,,F,N,1925
5162,Nov-1925,Unprovoked,USA,,M,N,1925
5165,02-Aug-1925,Unprovoked,USA,Swimming,F,N,1925
5167,May 1925,Unprovoked,USA,,M,N,1925
5168,07-Mar-1925 or 27-Mar-1925,Unprovoked,AUSTRALIA,Bathing in waist-deep water,M,N,1925
5169,12-Mar-1925,Unprovoked,AUSTRALIA,Swimming,M,Y,1925
5171,27-Jan-1925,Unprovoked,USA,Swimming,M,N,1925
5176,21-Nov-1924,Unprovoked,USA,Bathing,M,Y,1924
5178,18-Oct-1924,Unprovoked,AUSTRALIA,Bathing,M,N,1924
5179,31-Jul-1924,Unprovoked,USA,Standing,M,N,1924
5181,04-Jul-1924,Boating,USA,Fishing,M,N,1924
5182,18-Jun-1924,Provoked,USA,Removing shark from a net,M,N,1924
5183,25-Apr-1924,Unprovoked,AUSTRALIA,"Fishing, fell in water & swimming strongly to shore",M,Y,1924
5185,20-Apr-1924,Invalid,AUSTRALIA,Swimming ,M,,1924
5188,13-Feb-1924,Unprovoked,AUSTRALIA,Bathing in 5' of water,F,N,1924
5189,08-Feb-1924,Invalid,AUSTRALIA,Bathing,M,,1924
5190,29-Jan-1924,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1924
5191,25-Jan-1924,Unprovoked,SOUTH AFRICA,Swimming,M,N,1924
5192,09-Jan-1924,Unprovoked,AUSTRALIA,Had just dived into water & was swimming,M,Y,1924
5193,12-Dec-1923,Unprovoked,AUSTRALIA,Swimming,M,N,1923
5194,02-Dec-1923,Unprovoked,AUSTRALIA,"Fishing, standing in waist-deep water",M,Y,1923
5195,23-Nov-1923,Unprovoked,AUSTRALIA,Dry shelling,M,Y,1923
5196,02-Nov-1923,Invalid,AUSTRALIA,Fishing,M,,1923
5197,20-Oct-1923,Invalid,AUSTRALIA,Sailing,M,,1923
5199,16-Oct-1923,Unprovoked,AUSTRALIA,Pearl diving,M,N,1923
5201,02-Jul-1923,Unprovoked,AUSTRALIA,Diving for pearl,M,N,1923
5202,16-Jun-1923,Boating,AUSTRALIA,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,Y,1923
5204,23-May-1923,Unprovoked,AUSTRALIA,Wading,M,N,1923
5205,22-May-1923,Unprovoked,AUSTRALIA,Diving?,M,Y,1923
5206,18-Mar-1923,Unprovoked,AUSTRALIA,Diving,M,N,1923
5207,Feb-1923,Unprovoked,USA,Swimming ,M,N,1923
5208,27-Jan-1923,Invalid,AUSTRALIA,,M,,1923
5209,27-Jan-1923,Unprovoked,AUSTRALIA,Swimming,M,Y,1923
5211,1923,Boating,USA,Fishing,M,N,1923
5213,1923,Provoked,USA,Hoisting shark aboard fishing boat,M,N,1923
5215,14-Dec-1922,Unprovoked,USA,Bathing,F,Y,1922
5216,05-Dec-1922,Unprovoked,AUSTRALIA,Bathing in 3' to 4' of water,M,Y,1922
5218,29-Oct-1922,Invalid,AUSTRALIA,Sailing,M,,1922
5219,28-Sep-1922,Unprovoked,USA,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,N,1922
5222,19-Jul-1922,Unprovoked,USA,,M,N,1922
5223,17-Jun-1922,Unprovoked,USA,Floating,F,Y,1922
5225,06-May-1922,Unprovoked,SOUTH AFRICA,Swimming,M,N,1922
5226,26-Apr-1922,Unprovoked,AUSTRALIA,Swimming,M,Y,1922
5229,02-Mar-1922,Unprovoked,AUSTRALIA,Bathing in knee-deep water,M,Y,1922
5230,02-Feb-1922,Invalid,AUSTRALIA,Swimming,M,,1922
5231,04-Feb-1922,Unprovoked,AUSTRALIA,Swimming,M,Y,1922
5233,15-Jan-1922,Unprovoked,AUSTRALIA,Swimming ,M,Y,1922
5234,13-Jan-1922,Unprovoked,AUSTRALIA,Standing,M,N,1922
5235,04-Jan-1922,Unprovoked,AUSTRALIA,Surfing,M,Y,1922
5236,11-Dec-1921,Unprovoked,AUSTRALIA,Swimming,M,N,1921
5237,27-Nov-1921,Unprovoked,AUSTRALIA,Fell from his father's back into the water,M,Y,1921
5238,27-Nov-1921,Unprovoked,AUSTRALIA,"Wading to dinghy, carrying his son",M,N,1921
5240,12-Oct-1921,Unprovoked,AUSTRALIA,Diving for beche-de-mer ,M,N,1921
5241,04-Oct-1921,Unprovoked,AUSTRALIA,Diving for beche-de-mer,M,Y,1921
5243,29-Aug-1929,Unprovoked,AUSTRALIA,,M,N,1929
5247,29-Nov-1920,Unprovoked,AUSTRALIA,Wading,M,N,1920
5249,22-Nov-1920,Unprovoked,AUSTRALIA,Standing,M,N,1920
5251,14-Jul-1920,Invalid,USA,Swimming ,M,,1920
5252,06-Jul-1920,Unprovoked,AUSTRALIA,Diving for trochus shell,M,N,1920
5253,29-Jun-1920,Unprovoked,USA,Swimming ,M,N,1920
5255,08-Mar-1920,Unprovoked,AUSTRALIA,"Boat capsized, swimming to shore",M,N,1920
5256,24-Jan-1920,Unprovoked,AUSTRALIA,Diving,M,N,1920
5257,03-Feb-1920,Unprovoked,SOUTH AFRICA,Floating face down,F,N,1920
5258,24-Jan-1920,Unprovoked,AUSTRALIA,Free diving,M,Y,1920
5259,15-Jan-1920,Unprovoked,AUSTRALIA,Swimming ,M,Y,1920
5262,1920,Unprovoked,SOUTH AFRICA,Splashing,M,N,1920
5263,30-Dec-1919,Unprovoked,AUSTRALIA,Swimming,M,N,1919
5264,07-Dec-1919,Unprovoked,AUSTRALIA,Swimming,M,Y,1919
5265,18-Nov-1919,Unprovoked,AUSTRALIA,Sitting in a boat,M,N,1919
5267,10-Aug-1919,Unprovoked,USA,Swimming,M,N,1919
5268,29-May-1919,Unprovoked,USA,"""Swimming vigorously""",M,N,1919
